"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"83","@c_davies @Ohthatflo @JGfromOC @alex @Delta Precisely.",FALSE,0,"c_davies",2017-09-26 17:41:20,FALSE,"912733785145327616","912733844586893312","18919970","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","andrewmartonik",0,FALSE,FALSE,NA,NA
"84","@Delta Shoutout to crew member Lilli on Delta 158 DTW/BOS today! Smiling and friendly #flydelta",FALSE,0,"Delta",2017-09-26 17:41:13,FALSE,NA,"912733813696057344","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bgbaird",0,FALSE,FALSE,NA,NA
"85","@Delta going from 25k to 250k for Diamond Medallion status is insane. That is a 1000% increase. Worse then Obama care premiums",FALSE,0,"Delta",2017-09-26 17:41:13,FALSE,NA,"912733813406437376","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lubabskier",0,FALSE,FALSE,NA,NA
"86","@Delta We ended up in Basel 13 hours late with no luggage. Still no luggage. Continue to hit walls with customer se… https://t.co/GmMgpazTqV",FALSE,0,"Delta",2017-09-26 17:41:07,TRUE,"912120502247936001","912733787838140416","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","uberSTRUB",0,FALSE,FALSE,NA,NA
"87","@Ohthatflo @JGfromOC @andrewmartonik @alex @Delta With KLM I suspect you'll be on Delta-operated flights domestically anyway <ed><U+00A0><U+00BE><ed><U+00B4><U+00B7><U+200D><U+2642><U+FE0F>",FALSE,0,"Ohthatflo",2017-09-26 17:41:06,FALSE,"912733388611522560","912733785145327616","14058831","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","c_davies",0,FALSE,FALSE,NA,NA
"88","RT @CVCofAtlanta: The winners of the IMPACT Corporate Volunteer Program of the Year Awards are... @TowerATL and @Delta! #cvcatlanta25",FALSE,0,NA,2017-09-26 17:40:59,FALSE,NA,"912733756099846144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TowerATL",2,TRUE,FALSE,NA,NA
"89","@timcappalli @Delta @AmericanExpress Is that a bad thing tho? If many diamonds are non frequent fliers and getting… https://t.co/ZB5FJRuRex",FALSE,0,"timcappalli",2017-09-26 17:40:49,TRUE,"912733012156133377","912733710587502592","290319395","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","blakekrone",0,FALSE,FALSE,NA,NA
"90","@Delta why the knife in the back with the new MQD’s ? Can’t have the little guy with a Diamond tier account now can we ? #WhatAJip",FALSE,0,"Delta",2017-09-26 17:40:42,FALSE,NA,"912733683882262528","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","og800",0,FALSE,FALSE,NA,NA
"91","@JGfromOC @alex @Ohthatflo @Delta United and American aren't even legitimate options out of SEA. So I'm sticking SkyTeam for now.",FALSE,0,"JGfromOC",2017-09-26 17:40:24,FALSE,"912731900984389632","912733609416474626","16367479","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","andrewmartonik",0,FALSE,FALSE,NA,NA
"92","@andrewmartonik @Ohthatflo @alex @Delta JetBlue maybe? There really are just so few options.",FALSE,0,"andrewmartonik",2017-09-26 17:40:22,FALSE,"912731782092484608","912733600998715392","267098494","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JGfromOC",0,FALSE,FALSE,NA,NA
"93","The winners of the IMPACT Corporate Volunteer Program of the Year Awards are... @TowerATL and @Delta! #cvcatlanta25",FALSE,0,NA,2017-09-26 17:40:19,FALSE,NA,"912733586213793794",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CVCofAtlanta",2,FALSE,FALSE,NA,NA
"94","RT @sythhpriv: ok fuck you @Delta I planted my cock in your ass good luck sticking it out <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>",FALSE,0,NA,2017-09-26 17:40:07,FALSE,NA,"912733535445938177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","navey_",1,TRUE,FALSE,NA,NA
"95","Yay. @Delta Gold status achieved! https://t.co/03Eyuy7DfA",FALSE,0,NA,2017-09-26 17:40:06,FALSE,NA,"912733531595354112",NA,"<a href=""http://www.tweetiumapp.com"" rel=""nofollow"">Tweetium for Windows</a>","Pilchie",0,FALSE,FALSE,NA,NA
"96","I'm fiercely brand loyal @delta &amp; always sing your praises but a $250K spending waiver on #americanexpress for Diamond status is unthinkable",FALSE,1,NA,2017-09-26 17:39:53,FALSE,NA,"912733476528455680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","daylynn",0,FALSE,FALSE,NA,NA
"97","@JGfromOC @andrewmartonik @alex @Delta The Romanians in my life love KLM. They always have deals to Europe through AMS!",FALSE,1,"JGfromOC",2017-09-26 17:39:32,FALSE,"912731900984389632","912733388611522560","16367479","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ohthatflo",0,FALSE,FALSE,NA,NA
"98","@united frustrated passengers . 2 bold passengers de boarded Time to switch to @Delta or American to avoid this constant delays.",FALSE,0,"mpruthi",2017-09-26 17:39:18,FALSE,"912731464046862336","912733331447357440","51263359","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mpruthi",0,FALSE,FALSE,NA,NA
"99","@Delta The rebooked flight was delayed 4 hours. Then the flight after that was delayed too. By the time we got to B… https://t.co/CCAv1QscXG",FALSE,0,"Delta",2017-09-26 17:39:06,TRUE,"912120390608179200","912733280650366976","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","uberSTRUB",0,FALSE,FALSE,NA,NA
"100",".@Delta the $250k Amex card requirement is nuts. Love your airline but was apparently mistaken about your feelings for your loyal customers.",FALSE,0,NA,2017-09-26 17:39:01,FALSE,NA,"912733261587238912",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","erikcooper",0,FALSE,FALSE,NA,NA
"101","RT @Reid_Spencer: .@Delta raising Amex Diamond waiver from $25K to $250K next year. You read that right. Total betrayal of loyal customers.",FALSE,0,NA,2017-09-26 17:38:57,FALSE,NA,"912733243086172166",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BobPirner",4,TRUE,FALSE,NA,NA
"102",".@Delta <ed><U+00A0><U+00BD><ed><U+00B1><U+008B> https://t.co/WvxPQcvXRX",FALSE,0,NA,2017-09-26 17:38:54,FALSE,NA,"912733232029851648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Krunch7",0,FALSE,FALSE,NA,NA
"103","@Delta thanks so much for increasing Diamond qual $ 10 X to $250K In 1 quick move you also watered down Plat status.Time to move to United!",FALSE,0,"Delta",2017-09-26 17:38:54,FALSE,NA,"912733229538570240","5920532","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rJMittel",0,FALSE,FALSE,NA,NA
"104","@TheJanePark @Delta Was NOT happy to get that email.  Might as well just get rid of the AMEX waiver for 250k.",FALSE,0,"TheJanePark",2017-09-26 17:38:32,FALSE,"912731581462089728","912733135967866881","364439283","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realbghughes",0,FALSE,FALSE,NA,NA
"105","RT @mrlittell: My response to the @Delta $250,000 MQD waiver.... @RenesPoints https://t.co/aIiRCZnMFQ",FALSE,0,NA,2017-09-26 17:38:29,FALSE,NA,"912733123393269768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","c_kupec",6,TRUE,FALSE,NA,NA
"106","RT @MSU_Football: With 66% of the fan vote, this week's @Delta Player of the Week is Matt Morrissey, who totaled a team-high 11 tackles vs.…",FALSE,0,NA,2017-09-26 17:38:19,FALSE,NA,"912733082654052353",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jokingspartans",22,TRUE,FALSE,NA,NA
"107","I love the service I get from @delta but this new 250k waiver amount is really beyond beyond. Please reconsider.… https://t.co/fCdxyYTOc4",FALSE,0,NA,2017-09-26 17:38:19,TRUE,NA,"912733082339463169",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MiltonStokes",0,FALSE,FALSE,NA,NA
"108","@blakekrone @Delta @AmericanExpress Many will jump ship (strongly considering it). But that's exactly what they wan… https://t.co/IFN0s0KtLh",FALSE,0,"blakekrone",2017-09-26 17:38:02,TRUE,"912732222473547777","912733012156133377","14116979","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","timcappalli",0,FALSE,FALSE,NA,NA
"109","@skohiu @Delta Ouch",FALSE,0,"skohiu",2017-09-26 17:37:56,FALSE,"912725708836708353","912732985325117440","764958788378124288","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarkGoldstein15",0,FALSE,FALSE,NA,NA
"110","Wow @Delta  $250k a year on CC spend? 

https://t.co/OHuy1InR2P",FALSE,0,NA,2017-09-26 17:36:51,FALSE,NA,"912732714582855680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ryanduck",0,FALSE,FALSE,NA,NA
"111","@Aimee_Lucas @Stan_Cherry @Delta @AmericanExpress There are plenty of business owners for which $250k CC spend is nothing.",FALSE,0,"Aimee_Lucas",2017-09-26 17:36:37,FALSE,"912731777453772801","912732654608502786","111729901","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shipitkthx",0,FALSE,FALSE,NA,NA
"112","@shipitkthx @Delta @AmericanExpress @AmericanAir @united Not an issue. Live in SLC so they are better priced. Will… https://t.co/DXf3DhZYbv",FALSE,0,"shipitkthx",2017-09-26 17:36:29,TRUE,"912731762928816128","912732620114423814","43456734","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MichelleMonical",0,FALSE,FALSE,NA,NA
"113","@RDR0b11 @Ohthatflo @alex @Delta well in that case... nope",FALSE,0,"RDR0b11",2017-09-26 17:36:25,FALSE,"912731830733881344","912732606151761920","109058897","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JGfromOC",0,FALSE,FALSE,NA,NA
"114","@associatesmind awesome.  Gotta get @Delta.  MSY - &gt; ALT -&gt; BTV",FALSE,0,"associatesmind",2017-09-26 17:35:58,FALSE,NA,"912732491026444294","161656516","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CounselorAdrian",0,FALSE,FALSE,NA,NA
"115","@americanexpress Thanks to new @Delta MQD $250k waiver just moved all bills/payments to @visa. From &gt;50K yr to $0! #loyalty Former #MM #DM",FALSE,0,"AmericanExpress",2017-09-26 17:35:54,FALSE,NA,"912732476572921857","42712551","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","novadltraveler",0,FALSE,FALSE,NA,NA
"116","<U+27A1><U+FE0F> 2ème partie de notre dossier : Rencontre avec Béatrice de Rotalier, directrice commerciale de @delta France… https://t.co/LHNQe2TF8F",FALSE,0,NA,2017-09-26 17:35:17,TRUE,NA,"912732321157087232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zeTravelersClub",0,FALSE,FALSE,NA,NA
"117","@Delta @AmericanExpress I'm a 2yr Diamond status member &amp; so angry over your outrageous spend increase. Insulting to your loyal customers.",FALSE,0,"Delta",2017-09-26 17:35:07,FALSE,NA,"912732277846679552","5920532","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kellypurkey",0,FALSE,FALSE,NA,NA
"118","@RDR0b11 @JGfromOC @alex @Delta Every time I've flown this year, someone's made a dragging joke. 

The company deserves it!!",FALSE,1,"RDR0b11",2017-09-26 17:34:58,FALSE,"912731830733881344","912732240420888576","109058897","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ohthatflo",0,FALSE,FALSE,NA,NA
"119","@timcappalli @Delta @AmericanExpress Right that’s where I’m at too on the jump, I make MQD’s always due to the inte… https://t.co/BCBm3KY1Cy",FALSE,0,"timcappalli",2017-09-26 17:34:54,TRUE,"912725003464036352","912732222473547777","290319395","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","blakekrone",0,FALSE,FALSE,NA,NA
"120","So what airline are all my fellow unwanted @Delta diamond members going to? @united @JetBlue @AmericanAir ? #deltaunwanted",FALSE,1,NA,2017-09-26 17:34:37,FALSE,NA,"912732153091284993",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","G_J_W",0,FALSE,FALSE,NA,NA
"121","@Ohthatflo @andrewmartonik @alex @Delta That's just it... the status really does make the 4-5 months a year I trave… https://t.co/ZQGsttjj3T",FALSE,0,"Ohthatflo",2017-09-26 17:34:36,TRUE,"912730979122294784","912732148079239169","14058831","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JGfromOC",0,FALSE,FALSE,NA,NA
"122","@Stan_Cherry @Delta @AmericanExpress Really that’s all for diamond status",FALSE,0,"Stan_Cherry",2017-09-26 17:34:19,FALSE,"912731564030672896","912732075521925121","228290207","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","taxbastard",0,FALSE,FALSE,NA,NA
"123","@jeffblankenburg @Delta Holy cow. I guess time to rethink that card. I have an @AlaskaAir one now anyway. Time to switch.",FALSE,0,"jeffblankenburg",2017-09-26 17:34:17,FALSE,"912714157664854016","912732068580253701","5688882","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shortproof",0,FALSE,FALSE,NA,NA
"124","@felixsalmon @lizzieohreally @Travel_Buddha @Delta Crazy mileage runs. Basically one more step towards prioritizing… https://t.co/IbKRmwIkUh",FALSE,0,"felixsalmon",2017-09-26 17:33:54,TRUE,"912728039343222789","912731971092131841","16399949","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","megalomaniac",0,FALSE,FALSE,NA,NA
"125","@Delta are you kidding me. 250K for a waiver for Diamond MQD. Please explain how that number isn't an insult to loyal fliers.",FALSE,0,"Delta",2017-09-26 17:33:53,FALSE,NA,"912731967170498560","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BradHunter11",0,FALSE,FALSE,NA,NA
"126","@andrewmartonik @alex @Ohthatflo @Delta this is my challenge. can't see myself going to United or America. maybe I… https://t.co/kZlst7pZQX",FALSE,0,"andrewmartonik",2017-09-26 17:33:37,TRUE,"912730963523682304","912731900984389632","267098494","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JGfromOC",0,FALSE,FALSE,NA,NA
"127","@JGfromOC @Ohthatflo @alex @Delta Complimentary draggings included",FALSE,1,"JGfromOC",2017-09-26 17:33:20,FALSE,"912731491926528002","912731830733881344","16367479","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RDR0b11",0,FALSE,FALSE,NA,NA
"128","@Travel_Buddha @jpodhoretz @felixsalmon @Delta I'll take it.",FALSE,0,"Travel_Buddha",2017-09-26 17:33:12,FALSE,"912731409080553472","912731796382547969","38470444","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lizzieohreally",0,FALSE,FALSE,NA,NA
"129","@DELTA can you help me get my KLM reservation number?",FALSE,0,"Delta",2017-09-26 17:33:11,FALSE,NA,"912731790607048704","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","danadifurio",0,FALSE,FALSE,NA,NA
"130","If this is true, @Delta has lost their damn minds! $250,000? Not happening. https://t.co/pPxZfSTo6E @DeltaAssist",FALSE,0,NA,2017-09-26 17:33:10,FALSE,NA,"912731786475479040",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CBLLC",0,FALSE,FALSE,NA,NA
"131","@Ohthatflo @alex @JGfromOC @Delta AS status only gets you perks on Virgin USA not Atlantic or Australia. And not ev… https://t.co/ro3WWqENf0",FALSE,0,"Ohthatflo",2017-09-26 17:33:09,TRUE,"912731377014992896","912731782092484608","14058831","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","andrewmartonik",0,FALSE,FALSE,NA,NA
"132","@Stan_Cherry @Delta @AmericanExpress I got that email too. Hahahahaha. Why not just eliminate the waiver, because this is just silly.",FALSE,0,"Stan_Cherry",2017-09-26 17:33:08,FALSE,"912717706893258752","912731777453772801","228290207","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Aimee_Lucas",0,FALSE,FALSE,NA,NA
"133","@MichelleMonical @Delta @AmericanExpress @AmericanAir @united Both of those programs have no waiver for top status.",FALSE,1,"MichelleMonical",2017-09-26 17:33:04,FALSE,"912716530281979904","912731762928816128","3219609175","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shipitkthx",0,FALSE,FALSE,NA,NA
"134","@edzitron @andrewmartonik @alex @Ohthatflo @Delta Right!? If you're spending $250K a year on a credit card, my gues… https://t.co/YT9YjIhgse",FALSE,0,"edzitron",2017-09-26 17:32:35,TRUE,"912730746934067202","912731640706805761","18359716","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JGfromOC",0,FALSE,FALSE,NA,NA
"135","As a member of Gen X, I know that all rewards promised to me will be taken away just as I'm at the age/status to cash them in. @Delta",FALSE,3,NA,2017-09-26 17:32:33,FALSE,NA,"912731632792195076",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","alcademics",0,FALSE,FALSE,NA,NA
"136","@SBarnes @Delta @AmericanExpress @RenesPoints I had to read my email twice to make sure I understood it.  that is c… https://t.co/6JlmEClWtF",FALSE,0,"SBarnes",2017-09-26 17:32:26,TRUE,"912710776405790720","912731603734065152","83236323","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jbledsoe1129",0,FALSE,FALSE,NA,NA
"137","So @Delta you want us to spend 250k on your amex to get to diamond? That's a big change from 25k.. is this April fo… https://t.co/R6VvT9Xczf",FALSE,5,NA,2017-09-26 17:32:21,TRUE,NA,"912731581462089728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheJanePark",0,FALSE,FALSE,NA,NA
